"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/1979","105.938003540039","51.9860992431641","451","-6.34199999999998","-11.353","0.0514984176","3.72516716531671","0.930693943238309","3.16029654",
"1/2/1979","105.938003540039","51.9860992431641","451","-0.615999999999985","-11.072","1.2548451456","4.66048758636572","0.927328555757918","3.1421268",
"1/3/1979","105.938003540039","51.9860992431641","451","-12.135","-18.439","0.1939774968","2.67282264972157","0.843888156326775","3.84356448",
"1/4/1979","105.938003540039","51.9860992431641","451","-12.815","-16.08","0.3330229896","3.11512974109469","0.847871884184913","3.55933368",
"1/5/1979","105.938003540039","51.9860992431641","451","-2.16699999999997","-15.161","1.9165993272","5.95440849375335","0.906815548018399","2.26113732",
"1/6/1979","105.938003540039","51.9860992431641","451","-7.79899999999998","-17.257","0.0411986952","4.3813595796286","0.887032818696695","3.18695652",
"1/7/1979","105.938003540039","51.9860992431641","451","-5.05200000000002","-18.979","0.908089056","5.12631835160108","0.854032437647684","2.86093224",
"1/8/1979","105.938003540039","51.9860992431641","451","-18.468","-22.293","0.4703518368","2.84999718220744","0.81776681207807","3.90391812",
"1/9/1979","105.938003540039","51.9860992431641","451","-19.631","-25.568","0.527000544","4.60080901236785","0.798306669423257","3.55562082",
"1/10/1979","105.938003540039","51.9860992431641","451","-18.897","-24.866","0.223159788","1.557598416084","0.808439197601453","3.91792842",
"1/11/1979","105.938003540039","51.9860992431641","451","-16.619","-20.207","0.1785278448","1.40881291517","0.832639273712949","4.05022212",
"1/12/1979","105.938003540039","51.9860992431641","451","-15.55","-18.511","0.171661428","3.37596029666314","0.859804738040844","3.93857172",
"1/13/1979","105.938003540039","51.9860992431641","451","-15.058","-18.558","0.6952288176","4.59236099032942","0.866113305968669","3.39525144",
"1/14/1979","105.938003540039","51.9860992431641","451","-13.441","-18.504","0.1201629888","2.53272209023335","0.864640449525506","4.20823044",
"1/15/1979","105.938003540039","51.9860992431641","451","-12.273","-15.89","0.2952576792","1.66744196485423","0.834564303240516","4.2051978",
"1/16/1979","105.938003540039","51.9860992431641","451","-14.238","-24.225","0.3124239048","4.39601951317227","0.817566624420409","4.20665688",
"1/17/1979","105.938003540039","51.9860992431641","451","-13.852","-24.316","0.5544664848","2.82246552715806","0.807404934030679","3.97552356",
"1/18/1979","105.938003540039","51.9860992431641","451","-12.3","-17.102","1.110649212","3.19298072497263","0.83187499315718","3.4904268",
"1/19/1979","105.938003540039","51.9860992431641","451","-12.318","-19.101","1.3750079544","4.25412711362498","0.84045902675601","3.40998444",
"1/20/1979","105.938003540039","51.9860992431641","451","-15.467","-20.484","0.1424788992","3.77741008293674","0.839559147742084","5.19857784",
"1/21/1979","105.938003540039","51.9860992431641","451","-4.97699999999998","-18.439","0.8737569","4.17210504465929","0.878238542564988","3.62182428",
"1/22/1979","105.938003540039","51.9860992431641","451","-6.101","-9.06200000000001","0.73041966","2.57879638382548","0.863577881442916","4.32572976",
"1/23/1979","105.938003540039","51.9860992431641","451","-3.90699999999998","-10.22","0.3295896408","3.65686312717903","0.912622685674036","4.75391556",
"1/24/1979","105.938003540039","51.9860992431641","451","-4.36200000000002","-10.185","1.8960000048","4.2078008311543","0.901118431473441","2.92944114",
"1/25/1979","105.938003540039","51.9860992431641","451","-10.517","-15.198","1.4685632784","2.90119173243565","0.852183740485116","3.16277136",
