"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/1979","21.25","45.1170997619629","88","12.351","-2.19900000000001","3.755096028","4.79625250024384","0.80743077723964","5.460465672",
"1/2/1979","21.25","45.1170997619629","88","-2.63499999999999","-7.50999999999999","3.119945796","6.83023443368444","0.63779038053738","2.7285201",
"1/3/1979","21.25","45.1170997619629","88","-5.12400000000002","-7.161","1.605034152","5.57378378156114","0.714113964739175","3.8000259",
"1/4/1979","21.25","45.1170997619629","88","-3.05500000000001","-9.65899999999999","0.5098345992","4.31039299624257","0.874525593338548","5.9340978",
"1/5/1979","21.25","45.1170997619629","88","-4.43400000000003","-9.637","0.2042769744","2.80062627941328","0.898765148792941","6.58518732",
"1/6/1979","21.25","45.1170997619629","88","-4.58600000000001","-11.098","0.0205993584","1.96333691075705","0.902269191953153","6.21061452",
"1/7/1979","21.25","45.1170997619629","88","-5.79500000000002","-10.829","0.1888275312","2.24442714885869","0.916030718057185","5.00394456",
"1/8/1979","21.25","45.1170997619629","88","-1.70100000000002","-11.064","0.0068664528","2.49926111810612","0.902215213075771","6.69212136",
"1/9/1979","21.25","45.1170997619629","88","2.24700000000001","-5.72199999999998","0.0068664528","3.09891729294792","0.912843357080593","6.49389312",
"1/10/1979","21.25","45.1170997619629","88","3.05099999999999","-0.562999999999988","3.153416796","5.37276968449692","0.97626669229986","1.870312608",
"1/11/1979","21.25","45.1170997619629","88","5.541","-0.206999999999994","1.6831398672","6.6406304951068","0.945407371022535","4.265720928",
"1/12/1979","21.25","45.1170997619629","88","4.81400000000002","-0.25200000000001","4.437448956","3.70569746310442","0.938482428212601","2.175246",
"1/13/1979","21.25","45.1170997619629","88","1.34300000000002","-0.620000000000005","1.292610816","4.5754743431214","0.892838751648258","2.557012752",
"1/14/1979","21.25","45.1170997619629","88","-0.0509999999999877","-1.12099999999998","7.40890152","6.29200353702559","0.879894719605272","1.93854384",
"1/15/1979","21.25","45.1170997619629","88","-0.375","-4.64100000000002","2.2521994488","2.45190360061416","0.877974345409056","5.1609906",
"1/16/1979","21.25","45.1170997619629","88","-1.72199999999998","-12.672","0.0686645568","1.9563898151006","0.924421453538198","7.2815076",
"1/17/1979","21.25","45.1170997619629","88","-0.392999999999972","-12.935","0.068664564","1.99038101471416","0.916388693148095","6.63203844",
"1/18/1979","21.25","45.1170997619629","88","-3.27100000000002","-10.814","1.9732473504","2.72774280869611","0.9551104402959","4.19957244",
"1/19/1979","21.25","45.1170997619629","88","-1.80200000000002","-5.351","2.377509984","2.60997293531239","0.96902453400701","3.98356632",
"1/20/1979","21.25","45.1170997619629","88","0.120999999999981","-2.77800000000002","0.7707597912","1.48345796170225","0.97418683976329","4.14731556",
"1/21/1979","21.25","45.1170997619629","88","1.45400000000001","-2.63999999999999","0.0308990376","1.60717923785313","0.961365021752324","6.30821196",
"1/22/1979","21.25","45.1170997619629","88","1.40499999999997","-1.839","0.0514984248","5.12961278879179","0.944351859646644","6.14570472",
"1/23/1979","21.25","45.1170997619629","88","2.18099999999998","-0.867000000000019","5.295750228","4.40576151835316","0.981673403280243","1.14946866",
"1/24/1979","21.25","45.1170997619629","88","3.02499999999998","1.38","0.929546964","5.92613996246934","0.994312433663405","3.50206848",
"1/25/1979","21.25","45.1170997619629","88","3.66000000000003","1.34500000000003","3.8984288544","5.54871470908065","0.994478570164457","2.663829",
"1/26/1979","21.25","45.1170997619629","88","3.77199999999999","1.44299999999998","2.4676325424","2.07408489578597","0.994509499961589","3.8540808",
"1/27/1979","21.25","45.1170997619629","88","8.46300000000002","1.16300000000001","0.28152468","4.04268738527072","0.946929964616333","3.47113548",
"1/28/1979","21.25","45.1170997619629","88","10.095","5.303","0.2231599824","7.97710808351142","0.892162062675911","6.39455328",
"1/29/1979","21.25","45.1170997619629","88","10.992","6.89699999999999","4.5018183168","7.25743938557983","0.945154782796792","2.55723732",
"1/30/1979","21.25","45.1170997619629","88","8.21100000000001","1.42599999999999","2.5508916504","4.55636441244489","0.880133602174959","7.9532424",
"1/31/1979","21.25","45.1170997619629","88","6.10300000000001","1.47699999999998","5.6871406944","4.4380424697943","0.925085847874753","2.10566268",
"2/1/1979","21.25","45.1170997619629","88","4.50999999999999","-0.244000000000028","0.454902624","4.25132057869196","0.876505315526365","8.03643912",
"2/2/1979","21.25","45.1170997619629","88","6.82299999999998","0.0620000000000118","0.0377654904","5.7621185811282","0.834543749708868","7.28319672",
"2/3/1979","21.25","45.1170997619629","88","9.35899999999998","3.798","0.304699356","3.65121156496486","0.913532307850657","3.6051174",
"2/4/1979","21.25","45.1170997619629","88","7.97000000000003","4.69","5.317212348","2.17931484298926","0.932939557031248","2.36165634",
