"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/1979","122.188003540039","-20.451000213623","234","42.68","32.064","0","3.58618954994344","0.158042759361267","27.68355",
"1/2/1979","122.188003540039","-20.451000213623","234","44.384","27.357","0","4.14840743323716","0.205799844283659","33.31350144",
"1/3/1979","122.188003540039","-20.451000213623","234","44.739","26.557","0","5.13659770021858","0.262121299262265","31.979635272",
"1/4/1979","122.188003540039","-20.451000213623","234","44.261","26.311","0","4.47284953790702","0.325909521490536","25.784885808",
"1/5/1979","122.188003540039","-20.451000213623","234","44.948","24.662","0","4.04472766282859","0.306628534626599","31.535153928",
"1/6/1979","122.188003540039","-20.451000213623","234","44.28","26.03","0","4.70077226014464","0.340103309078263","32.14727316",
"1/7/1979","122.188003540039","-20.451000213623","234","44.421","26.068","0","6.30320678287296","0.3334943228951","26.975135952",
"1/8/1979","122.188003540039","-20.451000213623","234","44.733","25.987","0","7.3278176328145","0.431125170414328","26.041052448",
"1/9/1979","122.188003540039","-20.451000213623","234","43.714","25.478","0","7.33367582336476","0.454072511116053","32.470814592",
"1/10/1979","122.188003540039","-20.451000213623","234","42.445","26.512","0","6.24769350093212","0.404687047487155","32.288624712",
"1/11/1979","122.188003540039","-20.451000213623","234","42.032","24.095","0","4.86191183043935","0.403856609935786","30.89716884",
"1/12/1979","122.188003540039","-20.451000213623","234","44.431","26.884","0","4.23214005430303","0.228134902850588","21.748557528",
"1/13/1979","122.188003540039","-20.451000213623","234","45.644","29.142","0","5.07780390379785","0.153915528345681","33.31980504",
"1/14/1979","122.188003540039","-20.451000213623","234","45.493","27.487","0","6.51017606388508","0.281170693519836","27.051921",
"1/15/1979","122.188003540039","-20.451000213623","234","34.848","25.056","1.677129516","8.41981877141406","0.524881663639895","13.448479932",
"1/16/1979","122.188003540039","-20.451000213623","234","40.458","25.468","0","8.73813094857944","0.499044867975816","31.73573772",
"1/17/1979","122.188003540039","-20.451000213623","234","38.34","25.771","1.610183772","6.04307575024396","0.502870669750351","20.28116214",
"1/18/1979","122.188003540039","-20.451000213623","234","39.964","26.363","0.070381188","6.16412433858442","0.474843478091679","27.382110552",
"1/19/1979","122.188003540039","-20.451000213623","234","40.987","25.635","1.3286599992","5.65615061225925","0.436969246843839","27.097647768",
"1/20/1979","122.188003540039","-20.451000213623","234","43.254","27.482","0","4.73951227138379","0.299904345837718","30.496336992",
"1/21/1979","122.188003540039","-20.451000213623","234","42.183","29.965","0","5.96593152314939","0.141442475435399","33.41469096",
"1/22/1979","122.188003540039","-20.451000213623","234","41.371","26.632","0","4.92116871212463","0.101981897132746","34.344053928",
"1/23/1979","122.188003540039","-20.451000213623","234","42.241","26.151","0","3.10742203969296","0.15983332641311","33.54334146",
"1/24/1979","122.188003540039","-20.451000213623","234","42.911","24.709","0","3.55673335626659","0.367146352902112","33.21613314",
"1/25/1979","122.188003540039","-20.451000213623","234","43.999","25.398","0","4.29001156780049","0.286629280061933","28.89416106",
"1/26/1979","122.188003540039","-20.451000213623","234","42.787","33.506","0","5.91278895198469","0.131014791186322","24.06981978",
"1/27/1979","122.188003540039","-20.451000213623","234","43.277","30.919","0","6.69441447924415","0.135991497850176","30.68971362",
"1/28/1979","122.188003540039","-20.451000213623","234","42.234","30.341","0","3.32145698659963","0.176894914000826","32.595754608",
"1/29/1979","122.188003540039","-20.451000213623","234","43.197","27.626","0","3.27779246073954","0.12762381456792","33.245550432",
"1/30/1979","122.188003540039","-20.451000213623","234","43.346","26.672","0","2.84316186126078","0.100331972600591","33.393877992",
