Date,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Precipitation,Wind,Relative Humidity,Solar
1/1/1979,23.75,46.3660011291504,244,7.68200000000002,3.33499999999998,11.075590584,2.28650280305659,0.906629533734687,2.84866722
1/2/1979,23.75,46.3660011291504,244,1.44200000000001,-9.315,9.89199144,4.44274143662313,0.759034838887656,1.82188116
1/3/1979,23.75,46.3660011291504,244,-8.36200000000002,-10.838,2.91996036,2.89082904015585,0.813315066759518,3.4390116
1/4/1979,23.75,46.3660011291504,244,-7.13,-12.797,1.524354264,4.1462205358607,0.879425357517187,3.87708516
1/5/1979,23.75,46.3660011291504,244,-8.44200000000001,-13.062,0.2866745448,2.28157116764283,0.893132050087246,5.014125
1/6/1979,23.75,46.3660011291504,244,-6.74900000000002,-14.656,0.0411987384,2.4856934819468,0.898463397719792,5.62995144
1/7/1979,23.75,46.3660011291504,244,-6.60700000000003,-15.732,0.1167297336,1.0977502628097,0.913993131965524,5.70313296
1/8/1979,23.75,46.3660011291504,244,-3.964,-16.939,0,0.992396863867405,0.901513149788579,5.5889442
1/9/1979,23.75,46.3660011291504,244,0.730999999999995,-12.291,0,1.18454988995346,0.864360671427389,5.42711232
1/10/1979,23.75,46.3660011291504,244,1.58999999999997,-7.86099999999999,0.9544375584,1.52485802841103,0.936929666027019,3.6713268
1/11/1979,23.75,46.3660011291504,244,2.58699999999999,-0.925999999999988,0.9338379624,2.7834893726641,0.981486029710588,3.9471768
1/12/1979,23.75,46.3660011291504,244,1.928,-2.18799999999999,3.216936276,2.10307227528322,0.977134970981123,1.74650616
1/13/1979,23.75,46.3660011291504,244,-0.517999999999972,-3.41699999999997,1.780127316,2.08855044235198,0.926402715354425,4.33962648
1/14/1979,23.75,46.3660011291504,244,-3.26100000000002,-5.42700000000002,12.43686996,4.17757585363253,0.938787341053393,2.149706088
1/15/1979,23.75,46.3660011291504,244,-3.83800000000002,-16.654,1.2634282656,1.10350314750801,0.936807810326411,5.45928984
1/16/1979,23.75,46.3660011291504,244,-4.66000000000003,-20.371,0.0858307176,1.24980330427479,0.921505081889043,5.99613624
1/17/1979,23.75,46.3660011291504,244,-3.50299999999999,-17.322,0.0755310024,0.960235621125012,0.938597846064984,5.8304736
1/18/1979,23.75,46.3660011291504,244,-2.94,-17.567,3.6246311712,1.04356077578456,0.95069864086103,3.90746628
1/19/1979,23.75,46.3660011291504,244,-1.71199999999999,-8.46300000000002,3.823753716,1.40637435389864,0.968822031837505,3.44345508
1/20/1979,23.75,46.3660011291504,244,-2.17700000000002,-6.54599999999999,0.295257492,1.09225687176012,0.979060870760261,4.63803624
1/21/1979,23.75,46.3660011291504,244,-1.39999999999998,-12.552,0.123596208,0.716724364660697,0.981372804282089,5.18354712
1/22/1979,23.75,46.3660011291504,244,-0.680999999999983,-11.142,0.5321504232,0.937432781150731,0.983298033191874,4.22235252
1/23/1979,23.75,46.3660011291504,244,0.454999999999984,-4.43200000000002,3.72676824,1.28108870427459,0.986580388621669,1.8074241
1/24/1979,23.75,46.3660011291504,244,1.02300000000002,-0.0840000000000032,3.295898316,1.68598113539887,0.996726790949442,2.5381116
1/25/1979,23.75,46.3660011291504,244,1.24200000000002,-1.50900000000001,3.16715346,2.12141269194525,0.996066959072849,2.71001124
1/26/1979,23.75,46.3660011291504,244,1.83100000000002,-1.86700000000002,5.373001152,1.61120866644592,0.995438660097513,3.05128476
