Date,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Precipitation,Wind,Relative Humidity,Solar
1/1/1979,-81.875,27.3199996948242,21,26.626,16.376,0.063514728,3.10517136656419,0.840827935191868,14.45422104
1/2/1979,-81.875,27.3199996948242,21,22.062,6.209,26.494221924,5.68945046346784,0.874662012938657,0.681412968
1/3/1979,-81.875,27.3199996948242,21,8.47000000000003,-2.07999999999998,0.01373292,4.5426000800954,0.435155053762905,16.68605688
1/4/1979,-81.875,27.3199996948242,21,13.157,-0.492999999999995,0.0240325992,4.83962661713822,0.728654386046914,11.524446
1/5/1979,-81.875,27.3199996948242,21,18.554,9.197,0.9243966024,3.34021897664511,0.904746829125927,4.84829766
1/6/1979,-81.875,27.3199996948242,21,21.624,11.122,0.0617980824,2.80152064181565,0.873634480331277,8.35913952
1/7/1979,-81.875,27.3199996948242,21,25.125,14.394,0,3.51339589245881,0.8206333892145,15.0530616
1/8/1979,-81.875,27.3199996948242,21,21.35,10.923,11.1888889128,3.84100562455566,0.893084728153331,2.78206992
1/9/1979,-81.875,27.3199996948242,21,14.732,4.26999999999998,0,4.65730985541988,0.716923213080124,16.1652312
1/10/1979,-81.875,27.3199996948242,21,19.265,5.27300000000002,0.0205993728,4.38986899223063,0.805367253170284,14.7052692
1/11/1979,-81.875,27.3199996948242,21,20.327,12.143,6.0708042144,2.96449086117054,0.891022386166642,4.56800796
1/12/1979,-81.875,27.3199996948242,21,24.599,18.052,9.1864580544,5.29408461157508,0.89081973451464,10.3581594
1/13/1979,-81.875,27.3199996948242,21,24,17.607,29.1309552,4.30332417642941,0.834765809445186,15.574896
1/14/1979,-81.875,27.3199996948242,21,25.476,11.156,0.9201052728,4.11778431057771,0.820772561090178,14.76135612
1/15/1979,-81.875,27.3199996948242,21,14.779,2.74700000000001,0,4.45306745939065,0.696053534758899,15.7581486
1/16/1979,-81.875,27.3199996948242,21,20.34,10.177,0.0102996792,2.41200917769056,0.860898411501492,7.0470612
1/17/1979,-81.875,27.3199996948242,21,23.225,12.825,0.1699447464,2.38533587758621,0.860387382640665,11.13288048
1/18/1979,-81.875,27.3199996948242,21,23.794,14.456,0.296116128,1.75827145929852,0.850117037501176,12.76172316
1/19/1979,-81.875,27.3199996948242,21,22.977,13.643,0.0102996792,2.60755984042687,0.853954781842797,11.8951344
1/20/1979,-81.875,27.3199996948242,21,24.9,16.999,0.2042769528,5.24380266742083,0.805223988531115,10.46970918
1/21/1979,-81.875,27.3199996948242,21,21.973,12.636,12.7063702728,6.7252442963489,0.760306368898903,4.64687298
1/22/1979,-81.875,27.3199996948242,21,14.842,9.67200000000003,0.6729123744,2.71683730565932,0.737650475823864,12.57569604
1/23/1979,-81.875,27.3199996948242,21,16.297,9.65600000000001,0.2626419744,3.21982654614971,0.798429839561418,3.24039384
1/24/1979,-81.875,27.3199996948242,21,20.476,9.72800000000001,6.5832111864,6.19042235755039,0.793908723221603,13.02199164
1/25/1979,-81.875,27.3199996948242,21,12.234,4.68200000000002,0,2.44992309427199,0.675645964848492,10.41395688
1/26/1979,-81.875,27.3199996948242,21,18.63,6.762,0,1.2745618464239,0.651644914867146,15.91020432
1/27/1979,-81.875,27.3199996948242,21,23.847,11.422,15.7327681464,3.6905210597326,0.852039898207897,4.98999672
1/28/1979,-81.875,27.3199996948242,21,19.51,8.64999999999998,0.20771028,4.45882342072996,0.78381193171418,17.53189128
1/29/1979,-81.875,27.3199996948242,21,15.203,4.86099999999999,0,2.50205793519577,0.695964710585576,17.8608924
1/30/1979,-81.875,27.3199996948242,21,18.795,5.75299999999999,0,1.71007196571432,0.622553988879228,17.82584712
1/31/1979,-81.875,27.3199996948242,21,21.509,9.161,7.6904316,4.0593662881476,0.713632184999669,9.55794834
2/1/1979,-81.875,27.3199996948242,21,12.082,3.18000000000001,0,3.89327908207935,0.570818276547365,18.83896848
2/2/1979,-81.875,27.3199996948242,21,14.255,0.382000000000005,0,2.44441643089446,0.420619130869394,18.75644712
2/3/1979,-81.875,27.3199996948242,21,20.226,4.79700000000003,0,1.19453667582735,0.483063511395058,18.37850328
2/4/1979,-81.875,27.3199996948242,21,24.198,10.092,0.010299672,2.38922653896235,0.780446873110741,16.88625432
2/5/1979,-81.875,27.3199996948242,21,18.378,14.05,0.4222871136,3.14551068145625,0.852499100080097,5.50164132
2/6/1979,-81.875,27.3199996948242,21,26.416,13.488,0.3484726488,4.04411407536298,0.815578777064758,14.82862248
2/7/1979,-81.875,27.3199996948242,21,23.99,15.535,7.73849592,4.35061591450983,0.864970951964345,3.88428408
2/8/1979,-81.875,27.3199996948242,21,18.603,9.14699999999999,0.0068664528,2.61194596114092,0.752459354063828,16.76834856
2/9/1979,-81.875,27.3199996948242,21,17.629,5.529,0.063943884,4.21857312090953,0.759122796510893,12.5907732
2/10/1979,-81.875,27.3199996948242,21,16.151,1.33199999999999,0,3.73417204700244,0.638286128299373,19.88240472
2/11/1979,-81.875,27.3199996948242,21,18.565,6.161,0,2.6462115389144,0.657641774880329,17.98486524
2/12/1979,-81.875,27.3199996948242,21,21.561,6.858,0,2.14096074029186,0.638897920852958,19.5319134
2/13/1979,-81.875,27.3199996948242,21,21.087,8.495,0,2.76974018868458,0.687754775584257,19.68059088
2/14/1979,-81.875,27.3199996948242,21,22.564,8.30000000000001,0,1.53027148627705,0.718404153639662,19.881396
2/15/1979,-81.875,27.3199996948242,21,24.086,10.505,0,2.18953287756779,0.716796853556916,19.7528598
2/16/1979,-81.875,27.3199996948242,21,25.21,13.222,0,1.90100820857817,0.745464410341458,17.3859732
2/17/1979,-81.875,27.3199996948242,21,25.304,13.944,0,2.58118999265163,0.783277433592948,11.3209308
2/18/1979,-81.875,27.3199996948242,21,26.932,14.047,0,2.39151496712601,0.749781902724866,19.92139128
2/19/1979,-81.875,27.3199996948242,21,23.638,14.11,0.0068664528,3.93706297136719,0.77662207378843,19.99541232
2/20/1979,-81.875,27.3199996948242,21,20.401,15.131,1.024818876,3.73076722290405,0.833791751032495,3.78377136
2/21/1979,-81.875,27.3199996948242,21,23.408,17.231,0.370788732,3.60189670701266,0.825977217840539,6.94181196
2/22/1979,-81.875,27.3199996948242,21,27.224,18.464,2.73113244,3.25282197917867,0.831059337603673,13.28208768
2/23/1979,-81.875,27.3199996948242,21,25.78,18.111,4.60395702,2.9398946665194,0.883685199985641,9.5212098
2/24/1979,-81.875,27.3199996948242,21,25.535,20.342,14.2633395504,3.66502876974776,0.872353695514923,9.5216652
2/25/1979,-81.875,27.3199996948242,21,24.802,14.422,15.9576435864,4.78709250861989,0.87269726308551,8.43148188
2/26/1979,-81.875,27.3199996948242,21,14.785,10.333,1.130390244,4.54263901938442,0.791675396829208,4.01636268
2/27/1979,-81.875,27.3199996948242,21,17.297,4.84199999999998,0.0068664528,2.15793466939231,0.781870449125323,22.39278552
2/28/1979,-81.875,27.3199996948242,21,21.032,6.71499999999998,0.044631972,2.17766338429823,0.781396794542811,19.9000116
3/1/1979,-81.875,27.3199996948242,21,25.094,13.643,0.308990808,2.1565733713132,0.793921667983674,16.74404622
3/2/1979,-81.875,27.3199996948242,21,26.094,15.759,5.4279334584,2.66390012665319,0.822902551241179,21.3234228
3/3/1979,-81.875,27.3199996948242,21,26.596,15.788,0.044631972,4.07981441712646,0.767807047685548,21.5381232
3/4/1979,-81.875,27.3199996948242,21,27.644,18.338,4.67605674,4.05348265329325,0.795640853305528,17.9361594
3/5/1979,-81.875,27.3199996948242,21,25.683,18.065,6.547166352,2.84090052099623,0.851146214699832,18.3502152
3/6/1979,-81.875,27.3199996948242,21,19.659,16.947,45.2705477184,2.6889954613336,0.935676917331983,2.34219384
3/7/1979,-81.875,27.3199996948242,21,19.141,10.95,4.020312168,3.41999871018865,0.740246502508004,23.15188152
3/8/1979,-81.875,27.3199996948242,21,21.974,9.91000000000003,1.5329376,3.6130744476414,0.718191728962234,19.06768035
3/9/1979,-81.875,27.3199996948242,21,23.495,11.259,0,1.75878773075435,0.712159974868994,24.05340405
3/10/1979,-81.875,27.3199996948242,21,25.312,9.38999999999999,0,1.57528083351891,0.646716571263494,23.9697576
3/11/1979,-81.875,27.3199996948242,21,22.953,10.127,0.0343322568,3.17068152437151,0.757979749780823,15.0058197
3/12/1979,-81.875,27.3199996948242,21,21.04,7.19900000000001,0,2.63794062103921,0.643596888491266,24.2859384
3/13/1979,-81.875,27.3199996948242,21,24.188,11.137,0,2.92486427890962,0.789186205295651,18.4405473
3/14/1979,-81.875,27.3199996948242,21,26.353,13.61,0,2.39759385021027,0.774456627874666,23.7462255
3/15/1979,-81.875,27.3199996948242,21,23.25,13.933,0,3.35584546289848,0.684928605002807,24.95357505
3/16/1979,-81.875,27.3199996948242,21,19.924,12.242,0.21286008,3.67681113627073,0.814586813084834,9.7741674
3/17/1979,-81.875,27.3199996948242,21,20.992,15.106,0.487518408,3.53145768511536,0.77155010723171,10.43831556
3/18/1979,-81.875,27.3199996948242,21,23.825,12.542,0,3.38220981055051,0.739358766056866,20.80074735
3/19/1979,-81.875,27.3199996948242,21,25.032,11.924,0,2.38922488573062,0.643923889663214,25.00745535
3/20/1979,-81.875,27.3199996948242,21,28.501,12.209,0,1.60905025361182,0.638225727958687,24.9004044
3/21/1979,-81.875,27.3199996948242,21,27.177,14.688,0,2.04294105095478,0.665481750274737,19.8248058
3/22/1979,-81.875,27.3199996948242,21,25.162,13.472,0.0823974408,1.92355325706054,0.740014472068203,11.091995568
3/23/1979,-81.875,27.3199996948242,21,24.529,17.234,6.6810620304,4.32528016636571,0.864880402473922,7.29506043
3/24/1979,-81.875,27.3199996948242,21,25.313,16.642,2.784347604,4.43715397990293,0.751689987104482,23.2334487
3/25/1979,-81.875,27.3199996948242,21,18.689,12.237,0.0274658256,3.5202157140859,0.666287156712443,8.39615778
3/26/1979,-81.875,27.3199996948242,21,19.975,8.173,0,2.35862826260353,0.614262391856491,27.000121032
